Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
19.71	-8	158.1	22.61	24.28	25.44	28.74	29.89	30.39
19.9	1	159.2	22.97	24.19	25.32	28.62	29.79	30.33
20.12	7	160.3	23.35	24.12	25.24	28.49	29.71	30.25
20.36	14	161.3	23.75	24.06	25.15	28.38	29.61	30.19
20.65	21	162.4	24.18	24.01	25.08	28.26	29.51	30.12
21	27	163.5	24.62	23.98	25.02	28.15	29.42	30.05
21.42	31	164.5	25.08	23.96	24.98	28.04	29.32	29.99
21.88	36	165.6	25.56	23.97	24.94	27.94	29.23	29.91
22.37	40	166.7	26.06	23.98	24.92	27.84	29.12	29.84
22.88	44	167.8	26.58	24.02	24.93	27.74	29.04	29.77
23.42	48	168.8	27.11	24.08	24.95	27.65	28.95	29.69
23.96	52	169.9	27.66	24.16	24.98	27.57	28.86	29.62
24.52	56	171	28.23	24.26	25.04	27.5	28.78	29.55
25.09	60	172	28.81	24.38	25.1	27.43	28.68	29.47
25.68	64	173.1	29.4	24.52	25.18	27.36	28.6	29.4
26.28	68	174.2	30.01	24.67	25.28	27.3	28.52	29.32
26.89	72	175.3	30.63	24.83	25.39	27.26	28.44	29.24
27.52	77	176.3	31.26	25	25.51	27.22	28.36	29.15
28.17	80	177.4	31.9	25.21	25.66	27.2	28.29	29.08
28.82	84	178.5	32.55	25.42	25.8	27.18	28.22	29
29.49	88	179.5	33.21	25.65	25.96	27.15	28.16	28.94
30.17	92	180.6	33.88	25.88	26.14	27.15	28.1	28.88
30.87	95	181.7	34.56	26.13	26.32	27.16	28.07	28.83
31.58	99	182.7	35.25	26.4	26.52	27.17	28.04	28.79
32.3	102	183.8	35.94	26.67	26.72	27.19	28	28.76
33.02	106	184.9	36.63	26.96	26.94	27.21	27.97	28.72
33.75	109	186	37.33	27.26	27.17	27.25	27.95	28.68
34.51	112	187	38.04	27.57	27.42	27.3	27.94	28.65
35.24	115	188.1	38.74	27.88	27.67	27.34	27.93	28.63
36	117	189.2	39.45	28.22	27.94	27.4	27.92	28.6
36.76	120	190.2	40.16	28.56	28.2	27.47	27.91	28.58
37.5	123	191.3	40.87	28.9	28.48	27.55	27.92	28.56
38.25	126	192.4	41.58	29.26	28.78	27.62	27.93	28.54
39	128	193.5	42.28	29.63	29.07	27.71	27.94	28.52
39.75	131	194.5	42.98	30	29.37	27.81	27.95	28.51
40.51	133	195.6	43.68	30.39	29.69	27.9	27.97	28.5
41.27	135	196.7	44.38	30.77	30	28	27.99	28.49
42.02	137	197.7	45.06	31.16	30.33	28.12	28.02	28.48
42.77	139	198.8	45.75	31.56	30.65	28.22	28.04	28.48
43.51	141	199.9	46.42	31.96	30.99	28.34	28.08	28.47
44.24	143	201	47.09	32.37	31.32	28.47	28.12	28.47
44.97	144	202	47.75	32.78	31.67	28.61	28.16	28.48
45.69	146	203.1	48.4	33.18	32.01	28.74	28.21	28.48
46.38	147	204.2	49.03	33.6	32.35	28.89	28.26	28.49
47.1	148	205.2	49.66	34.02	32.71	29.04	28.32	28.5
47.8	149	206.3	50.27	34.44	33.06	29.19	28.38	28.52
48.49	150	207.4	50.87	34.87	33.43	29.35	28.45	28.54
49.16	151	208.5	51.46	35.3	33.79	29.51	28.53	28.57
49.84	151	209.5	52.04	35.72	34.15	29.69	28.61	28.6
50.48	152	210.6	52.6	36.15	34.52	29.85	28.69	28.63
51.11	152	211.7	53.14	36.58	34.9	30.04	28.77	28.67
51.73	152	212.7	53.66	37.01	35.27	30.22	28.86	28.7
52.32	153	213.8	54.17	37.43	35.65	30.42	28.95	28.74
52.93	152	214.9	54.67	37.86	36.03	30.61	29.04	28.79
53.5	152	216	55.14	38.27	36.4	30.8	29.15	28.84
54.04	152	217	55.59	38.69	36.77	31.01	29.25	28.9
54.58	151	218.1	56.03	39.11	37.13	31.21	29.36	28.95
55.11	150	219.2	56.44	39.52	37.49	31.41	29.47	29.01
55.61	150	220.3	56.83	39.93	37.85	31.61	29.59	29.06
56.09	149	221.3	57.21	40.33	38.21	31.83	29.7	29.13
56.56	147	222.4	57.56	40.72	38.55	32.04	29.82	29.2
57	146	223.5	57.89	41.12	38.9	32.25	29.95	29.27
57.39	145	224.5	58.19	41.5	39.25	32.46	30.07	29.34
57.82	143	225.6	58.48	41.88	39.6	32.67	30.2	29.41
58.19	141	226.7	58.74	42.26	39.94	32.88	30.33	29.49
58.54	140	227.8	58.97	42.63	40.27	33.08	30.46	29.57
58.86	138	228.8	59.18	42.98	40.6	33.3	30.59	29.64
59.18	135	229.9	59.37	43.32	40.94	33.52	30.72	29.73
59.47	133	231	59.54	43.67	41.25	33.74	30.87	29.82
59.7	131	232	59.68	44	41.56	33.96	31.02	29.91
59.94	128	233.1	59.79	44.33	41.87	34.18	31.17	30.01
60.13	126	234.2	59.88	44.63	42.16	34.4	31.32	30.1
60.31	123	235.3	59.95	44.94	42.46	34.62	31.47	30.19
60.48	120	236.3	59.99	45.23	42.75	34.84	31.62	30.3
60.61	117	237.4	60	45.51	43.02	35.06	31.78	30.4
60.69	115	238.5	59.99	45.79	43.3	35.28	31.93	30.5
60.8	111	239.6	59.95	46.04	43.55	35.48	32.09	30.6
60.84	108	240.6	59.89	46.29	43.8	35.7	32.25	30.71
60.86	105	241.7	59.81	46.52	44.03	35.89	32.41	30.82
60.87	101	242.8	59.7	46.74	44.26	36.11	32.55	30.92
60.85	97	243.9	59.56	46.95	44.47	36.3	32.7	31.02
60.78	94	244.9	59.4	47.15	44.68	36.49	32.84	31.13
60.68	91	246	59.21	47.33	44.86	36.67	32.99	31.23
60.6	86	247.1	59.01	47.51	45.05	36.86	33.12	31.33
60.48	82	248.1	58.77	47.66	45.21	37.03	33.26	31.43
60.31	79	249.2	58.52	47.8	45.35	37.2	33.41	31.55
60.12	75	250.3	58.24	47.93	45.5	37.36	33.54	31.65
59.89	71	251.4	57.93	48.04	45.64	37.52	33.67	31.75
59.66	67	252.4	57.61	48.13	45.76	37.67	33.8	31.86
59.4	63	253.5	57.26	48.22	45.86	37.81	33.93	31.96
59.11	59	254.6	56.89	48.29	45.95	37.97	34.06	32.06
58.81	55	255.7	56.5	48.35	46.04	38.12	34.18	32.17
58.48	51	256.7	56.09	48.39	46.11	38.27	34.32	32.28
58.12	47	257.8	55.66	48.42	46.17	38.41	34.45	32.38
57.73	43	258.9	55.21	48.43	46.22	38.54	34.57	32.49
57.34	38	259.9	54.74	48.43	46.26	38.67	34.7	32.59
56.91	34	261	54.25	48.4	46.28	38.79	34.82	32.69
56.46	31	262.1	53.75	48.37	46.3	38.93	34.94	32.79
56	26	263.2	53.22	48.32	46.3	39.05	35.07	32.9
55.49	23	264.2	52.69	48.26	46.29	39.17	35.19	32.99
54.99	18	265.3	52.13	48.18	46.26	39.26	35.31	33.1
54.46	14	266.4	51.56	48.08	46.22	39.35	35.42	33.2
53.89	11	267.4	50.97	47.98	46.17	39.43	35.53	33.3
53.36	6	268.5	50.37	47.85	46.09	39.5	35.63	33.4
52.79	2	269.6	49.76	47.71	46.01	39.57	35.73	33.49
52.19	-2	270.7	49.14	47.56	45.91	39.64	35.83	33.58
51.57	-7	271.7	48.5	47.4	45.81	39.69	35.93	33.67
50.94	-12	272.8	47.86	47.22	45.69	39.74	36.01	33.77
50.32	-18	273.9	47.2	47.02	45.56	39.77	36.09	33.84
49.71	-24	274.9	46.53	46.81	45.41	39.81	36.18	33.94
49.09	-30	276	45.86	46.6	45.26	39.85	36.26	34.01
48.49	-38	277.1	45.18	46.37	45.11	39.87	36.34	34.1
47.88	-45	278.2	44.49	46.13	44.94	39.9	36.4	34.18
47.26	-52	279.2	43.79	45.89	44.77	39.92	36.47	34.25
46.65	-60	280.3	43.1	45.63	44.59	39.93	36.53	34.32
46.03	-68	281.4	42.39	45.38	44.39	39.91	36.6	34.4
45.39	-75	282.4	41.69	45.1	44.17	39.9	36.65	34.46
44.75	-83	283.5	40.98	44.83	43.96	39.88	36.69	34.53
44.11	-90	284.6	40.27	44.54	43.73	39.84	36.74	34.59
43.43	-97	285.7	39.56	44.24	43.5	39.79	36.77	34.65
42.77	-105	286.7	38.85	43.94	43.26	39.74	36.8	34.7
42.08	-111	287.8	38.15	43.63	43.02	39.69	36.82	34.75
41.4	-117	288.9	37.44	43.31	42.77	39.63	36.84	34.79
40.71	-124	290	36.74	42.98	42.5	39.56	36.86	34.83
40.02	-130	291	36.04	42.65	42.22	39.48	36.86	34.87
39.31	-136	292.1	35.34	42.31	41.94	39.4	36.86	34.9
38.61	-141	293.2	34.66	41.95	41.66	39.31	36.86	34.93
37.92	-147	294.3	33.98	41.6	41.37	39.23	36.83	34.94
37.21	-152	295.3	33.3	41.24	41.08	39.13	36.8	34.94
36.5	-156	296.4	32.64	40.86	40.78	39.03	36.76	34.94
35.8	-161	297.5	31.98	40.49	40.48	38.94	36.74	34.95
35.1	-165	298.6	31.33	40.11	40.16	38.84	36.71	34.97
34.41	-169	299.6	30.7	39.73	39.85	38.72	36.69	34.99
33.72	-173	300.7	30.08	39.34	39.53	38.61	36.66	34.99
33.04	-176	301.8	29.47	38.95	39.19	38.48	36.61	34.98
32.37	-179	302.8	28.87	38.55	38.86	38.36	36.57	34.97
31.69	-182	303.9	28.28	38.15	38.53	38.23	36.53	34.97
31.03	-184	305	27.72	37.75	38.19	38.1	36.48	34.96
30.38	-186	306.1	27.16	37.34	37.84	37.94	36.42	34.95
29.74	-188	307.1	26.63	36.93	37.49	37.78	36.35	34.94
29.11	-189	308.2	26.11	36.53	37.13	37.61	36.27	34.91
28.49	-190	309.3	25.6	36.11	36.76	37.43	36.18	34.86
27.88	-191	310.4	25.12	35.7	36.39	37.26	36.09	34.83
27.29	-192	311.4	24.65	35.29	36.04	37.09	36	34.79
26.71	-192	312.5	24.21	34.87	35.68	36.91	35.92	34.76
26.14	-191	313.6	23.78	34.47	35.32	36.72	35.83	34.72
25.57	-190	314.7	23.38	34.06	34.97	36.54	35.75	34.68
25.03	-188	315.7	22.99	33.66	34.62	36.36	35.66	34.65
24.51	-187	316.8	22.63	33.26	34.26	36.17	35.57	34.59
24.02	-185	317.9	22.29	32.86	33.9	35.98	35.46	34.54
23.54	-183	319	21.97	32.47	33.54	35.78	35.35	34.49
23.09	-181	320	21.67	32.08	33.2	35.59	35.25	34.42
22.66	-179	321.1	21.4	31.7	32.85	35.39	35.12	34.35
22.24	-176	322.2	21.15	31.33	32.52	35.19	35	34.27
21.83	-172	323.3	20.92	30.96	32.18	34.99	34.87	34.2
21.46	-168	324.3	20.72	30.6	31.86	34.78	34.74	34.12
21.11	-164	325.4	20.55	30.24	31.54	34.56	34.59	34.03
20.77	-159	326.5	20.39	29.9	31.23	34.34	34.46	33.95
20.48	-155	327.6	20.26	29.56	30.91	34.13	34.33	33.87
20.21	-151	328.6	20.16	29.23	30.61	33.93	34.19	33.79
19.96	-146	329.7	20.08	28.91	30.31	33.73	34.07	33.73
19.72	-140	330.8	20.03	28.6	30.02	33.52	33.95	33.66
19.51	-134	331.9	20	28.3	29.74	33.32	33.83	33.6
19.32	-128	332.9	20	28.01	29.46	33.13	33.72	33.55
19.17	-122	334	20.03	27.72	29.19	32.93	33.6	33.49
19.03	-115	335.1	20.07	27.45	28.92	32.74	33.47	33.42
18.93	-108	336.2	20.15	27.19	28.67	32.55	33.36	33.35
18.84	-101	337.2	20.25	26.94	28.42	32.35	33.23	33.27
18.79	-93	338.3	20.37	26.7	28.19	32.15	33.09	33.19
18.77	-86	339.4	20.52	26.47	27.97	31.97	32.97	33.11
18.75	-78	340.5	20.69	26.26	27.76	31.78	32.83	33.02
18.78	-70	341.5	20.89	26.06	27.55	31.6	32.68	32.91
18.83	-62	342.6	21.11	25.87	27.36	31.42	32.55	32.82
18.88	-53	343.7	21.35	25.69	27.17	31.25	32.42	32.74
18.99	-44	344.8	21.62	25.53	27	31.08	32.29	32.65
19.12	-35	345.8	21.91	25.38	26.84	30.91	32.15	32.57
19.26	-26	346.9	22.22	25.24	26.69	30.74	32.03	32.49
19.43	-17	348	22.56	25.12	26.55	30.58	31.91	32.4
19.63	-7	349	22.92	25.01	26.41	30.42	31.78	32.32
19.84	2	350.1	23.3	24.91	26.3	30.27	31.65	32.22
20.08	9	351.2	23.7	24.83	26.19	30.11	31.53	32.13
20.36	16	352.3	24.12	24.77	26.1	29.97	31.41	32.04
20.68	22	353.3	24.56	24.72	26.02	29.82	31.28	31.94
21.08	28	354.4	25.02	24.69	25.94	29.68	31.15	31.85
21.52	33	355.5	25.5	24.67	25.89	29.54	31.02	31.75
22.01	37	356.5	25.99	24.67	25.86	29.42	30.9	31.65
22.54	41	357.6	26.51	24.69	25.84	29.29	30.78	31.57
23.07	45	358.7	27.04	24.73	25.83	29.17	30.66	31.47
23.62	49	359.8	27.59	24.8	25.84	29.07	30.55	31.38
24.18	54	360.8	28.15	24.88	25.87	28.97	30.44	31.3
24.75	58	361.9	28.73	24.98	25.92	28.87	30.34	31.21
25.36	62	363	29.32	25.1	25.98	28.78	30.24	31.12
25.97	66	364	29.93	25.24	26.06	28.7	30.14	31.03
26.59	70	365.1	30.55	25.39	26.14	28.65	30.05	30.94
27.23	75	366.2	31.18	25.56	26.25	28.58	29.96	30.86
27.88	78	367.3	31.82	25.75	26.37	28.53	29.88	30.78
28.55	82	368.3	32.47	25.94	26.5	28.49	29.79	30.7
29.22	86	369.4	33.13	26.16	26.64	28.45	29.72	30.62
29.91	90	370.5	33.8	26.38	26.8	28.42	29.65	30.55
30.61	94	371.5	34.47	26.62	26.98	28.4	29.58	30.48
31.32	97	372.6	35.16	26.87	27.16	28.39	29.52	30.41
32.05	101	373.7	35.85	27.14	27.36	28.39	29.46	30.34
32.78	104	374.7	36.54	27.42	27.57	28.4	29.4	30.27
33.52	107	375.8	37.24	27.7	27.79	28.4	29.35	30.21
34.27	110	376.9	37.95	28.01	28.02	28.43	29.31	30.15
35.01	113	378	38.65	28.32	28.26	28.45	29.26	30.1
35.77	116	379	39.36	28.65	28.51	28.49	29.24	30.03
36.52	119	380.1	40.07	28.97	28.77	28.53	29.2	29.99
37.28	122	381.2	40.78	29.32	29.03	28.59	29.18	29.94
38.02	125	382.2	41.48	29.66	29.3	28.65	29.17	29.89
38.8	127	383.3	42.19	30.03	29.59	28.71	29.15	29.85
39.56	129	384.4	42.89	30.39	29.88	28.78	29.15	29.81
40.33	132	385.5	43.59	30.76	30.18	28.86	29.14	29.76
41.07	134	386.5	44.29	31.14	30.48	28.95	29.13	29.72
41.83	136	387.6	44.98	31.53	30.8	29.04	29.14	29.68
42.58	138	388.7	45.66	31.92	31.11	29.14	29.14	29.64
43.33	140	389.7	46.33	32.32	31.45	29.25	29.16	29.62
44.06	142	390.8	47	32.72	31.78	29.37	29.18	29.61
44.8	143	391.9	47.66	33.12	32.11	29.48	29.21	29.6
45.53	144	393	48.31	33.54	32.46	29.62	29.24	29.59
46.24	146	394	48.95	33.95	32.8	29.75	29.27	29.57
46.94	147	395.1	49.58	34.37	33.14	29.89	29.3	29.55
47.65	148	396.2	50.19	34.79	33.49	30.03	29.35	29.56
48.32	149	397.2	50.8	35.21	33.85	30.19	29.41	29.56
49.02	150	398.3	51.39	35.64	34.21	30.34	29.47	29.58
49.68	151	399.4	51.96	36.06	34.57	30.49	29.52	29.6
50.34	151	400.5	52.52	36.49	34.94	30.66	29.6	29.62
50.98	151	401.5	53.07	36.91	35.3	30.83	29.66	29.63
51.61	151	402.6	53.6	37.34	35.67	30.99	29.72	29.65
52.2	152	403.7	54.11	37.75	36.03	31.16	29.79	29.67
52.79	152	404.7	54.6	38.16	36.39	31.34	29.87	29.7
53.35	152	405.8	55.08	38.58	36.76	31.52	29.95	29.75
53.93	151	406.9	55.53	39	37.12	31.71	30.05	29.79
54.49	150	408	55.97	39.42	37.48	31.91	30.16	29.85
55	150	409	56.39	39.82	37.84	32.11	30.26	29.89
55.5	149	410.1	56.78	40.23	38.21	32.3	30.37	29.95
55.99	148	411.2	57.16	40.64	38.56	32.5	30.49	30.02
56.45	147	412.3	57.51	41.04	38.9	32.7	30.61	30.09
56.91	146	413.3	57.84	41.43	39.26	32.9	30.73	30.15
57.32	145	414.4	58.15	41.81	39.6	33.09	30.85	30.21
57.73	143	415.5	58.44	42.19	39.95	33.29	30.98	30.28
58.12	141	416.5	58.7	42.56	40.29	33.49	31.09	30.35
58.49	139	417.6	58.94	42.92	40.62	33.69	31.21	30.43
58.81	137	418.7	59.16	43.27	40.96	33.89	31.34	30.5
59.13	135	419.8	59.35	43.62	41.28	34.09	31.46	30.58
59.42	132	420.8	59.52	43.96	41.58	34.3	31.59	30.66
59.65	131	421.9	59.66	44.28	41.89	34.5	31.72	30.73
59.89	128	423	59.78	44.6	42.18	34.71	31.85	30.83
60.09	126	424.1	59.87	44.9	42.48	34.93	31.98	30.91
60.3	123	425.1	59.94	45.2	42.77	35.13	32.12	30.99
60.44	120	426.2	59.98	45.49	43.07	35.36	32.27	31.08
60.58	117	427.3	60	45.77	43.34	35.56	32.41	31.18
60.7	114	428.3	59.99	46.04	43.61	35.79	32.56	31.27
60.76	111	429.4	59.96	46.29	43.86	36	32.71	31.36
60.84	107	430.5	59.9	46.55	44.12	36.21	32.85	31.46
60.87	104	431.6	59.82	46.78	44.35	36.4	32.99	31.56
60.86	101	432.6	59.71	46.99	44.57	36.61	33.14	31.65
60.83	97	433.7	59.58	47.2	44.79	36.8	33.27	31.74
60.78	94	434.8	59.42	47.39	44.99	37	33.41	31.84
60.71	90	435.9	59.24	47.58	45.17	37.19	33.55	31.94
60.61	86	436.9	59.04	47.74	45.35	37.38	33.7	32.05
60.49	82	438	58.81	47.91	45.53	37.56	33.85	32.14
60.3	79	439.1	58.55	48.04	45.68	37.75	34	32.26
60.14	75	440.1	58.28	48.18	45.83	37.93	34.16	32.37
59.93	71	441.2	57.98	48.28	45.95	38.09	34.31	32.48
59.7	67	442.3	57.65	48.39	46.06	38.25	34.44	32.58
59.44	63	443.4	57.31	48.47	46.15	38.4	34.57	32.69
59.17	59	444.4	56.94	48.54	46.23	38.55	34.71	32.79
58.83	55	445.5	56.56	48.59	46.31	38.69	34.85	32.9
58.52	51	446.6	56.15	48.64	46.37	38.83	34.97	32.99
58.15	47	447.7	55.72	48.66	46.43	38.96	35.09	33.08
57.77	43	448.7	55.27	48.67	46.47	39.09	35.2	33.15
57.37	39	449.8	54.81	48.66	46.5	39.21	35.31	33.22
56.96	34	450.9	54.32	48.64	46.51	39.32	35.41	33.29
56.5	31	451.9	53.82	48.61	46.51	39.41	35.52	33.37
56.05	26	453	53.3	48.57	46.52	39.51	35.63	33.47
55.5	24	454.1	52.76	48.5	46.48	39.59	35.74	33.56
55.03	19	455.2	52.2	48.4	46.44	39.68	35.84	33.66
54.53	14	456.2	51.64	48.32	46.4	39.78	35.95	33.75
53.98	11	457.3	51.05	48.2	46.34	39.86	36.03	33.83
53.43	6	458.4	50.45	48.09	46.27	39.94	36.11	33.9
52.86	2	459.4	49.84	47.95	46.19	39.99	36.18	33.97
52.26	-2	460.5	49.22	47.8	46.1	40.06	36.26	34.05
51.62	-6	461.6	48.59	47.63	46	40.1	36.31	34.11
51	-11	462.7	47.94	47.46	45.9	40.14	36.36	34.17
50.39	-17	463.7	47.29	47.26	45.77	40.17	36.41	34.24
49.77	-23	464.8	46.62	47.06	45.64	40.19	36.48	34.32
49.17	-30	465.9	45.95	46.83	45.47	40.21	36.54	34.4
48.56	-37	466.9	45.27	46.6	45.3	40.22	36.6	34.48
47.96	-45	468	44.58	46.36	45.13	40.23	36.67	34.55
47.34	-52	469.1	43.89	46.13	44.95	40.24	36.73	34.62
46.73	-60	470.2	43.19	45.86	44.74	40.21	36.79	34.68
46.1	-67	471.2	42.49	45.6	44.54	40.19	36.83	34.71
45.47	-75	472.3	41.78	45.34	44.31	40.18	36.86	34.74
44.84	-83	473.4	41.07	45.03	44.08	40.15	36.9	34.78
44.18	-90	474.4	40.37	44.75	43.86	40.13	36.96	34.83
43.5	-96	475.5	39.65	44.45	43.64	40.07	36.96	34.91
42.83	-103	476.6	38.95	44.14	43.4	40.01	36.99	34.96
42.16	-110	477.7	38.24	43.84	43.13	39.97	37.04	35.01
41.47	-117	478.7	37.53	43.51	42.86	39.92	37.04	35.08
40.78	-123	479.8	36.83	43.18	42.61	39.84	37.04	35.11
40.09	-129	480.9	36.13	42.84	42.33	39.76	37.03	35.13
39.39	-135	482	35.44	42.5	42.04	39.64	37.02	35.14
38.69	-140	483	34.75	42.14	41.75	39.55	36.99	35.16
37.99	-146	484.1	34.07	41.78	41.47	39.44	36.98	35.18
37.3	-151	485.2	33.39	41.42	41.18	39.34	36.97	35.2
36.61	-157	486.3	32.72	41.05	40.87	39.23	36.95	35.23
35.9	-161	487.3	32.07	40.67	40.57	39.14	36.94	35.25
35.19	-165	488.4	31.42	40.28	40.25	39.03	36.9	35.27
34.5	-169	489.5	30.78	39.89	39.92	38.91	36.9	35.29
33.8	-172	490.6	30.16	39.5	39.61	38.8	36.85	35.3
33.1	-175	491.6	29.55	39.11	39.26	38.65	36.82	35.31
32.44	-179	492.7	28.95	38.7	38.92	38.52	36.79	35.33
31.77	-182	493.8	28.36	38.3	38.58	38.38	36.74	35.33
31.11	-184	494.9	27.79	37.9	38.23	38.24	36.69	35.32
30.46	-186	495.9	27.24	37.48	37.89	38.08	36.62	35.33
29.8	-188	497	26.7	37.08	37.56	37.93	36.58	35.3
29.17	-189	498.1	26.17	36.67	37.21	37.76	36.51	35.3
28.56	-190	499.2	25.67	36.26	36.87	37.62	36.44	35.28
27.96	-191	500.2	25.18	35.84	36.5	37.44	36.35	35.26
27.36	-192	501.3	24.72	35.43	36.15	37.29	36.28	35.23
26.77	-191	502.4	24.27	35.01	35.78	37.1	36.2	35.2
26.2	-191	503.5	23.84	34.61	35.43	36.94	36.11	35.17
25.63	-190	504.5	23.43	34.2	35.08	36.76	36.03	35.13
25.1	-189	505.6	23.04	33.8	34.72	36.57	35.92	35.1
24.58	-187	506.7	22.68	33.4	34.37	36.38	35.84	35.05
24.08	-186	507.8	22.33	33	34.02	36.19	35.75	35
23.59	-184	508.8	22.01	32.61	33.68	36	35.66	34.95
23.14	-181	509.9	21.71	32.23	33.34	35.79	35.56	34.89
22.71	-179	511	21.43	31.85	33	35.6	35.45	34.84
22.29	-176	512.1	21.18	31.47	32.66	35.4	35.34	34.79
21.89	-172	513.1	20.95	31.11	32.34	35.22	35.23	34.73
