Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
44.92	-193	152.4	37.03	44.68	43.4	38.37	35.34	33.91
43.77	-210	153.4	35.7	44.37	43.19	38.44	35.45	34
42.58	-225	154.5	34.4	44.03	42.96	38.48	35.55	34.08
41.38	-240	155.6	33.12	43.66	42.71	38.52	35.64	34.16
40.15	-253	156.7	31.87	43.26	42.42	38.53	35.72	34.23
38.92	-255	157.7	30.65	42.84	42.12	38.53	35.79	34.31
37.68	-255	158.8	29.48	42.4	41.79	38.52	35.85	34.38
36.5	-255	159.9	28.36	41.92	41.44	38.49	35.91	34.43
35.36	-255	161	27.29	41.43	41.07	38.46	35.96	34.5
34.28	-255	162	26.27	40.92	40.68	38.41	36.01	34.56
33.27	-255	163.1	25.32	40.4	40.27	38.36	36.05	34.61
32.29	-255	164.2	24.44	39.87	39.85	38.29	36.08	34.66
31.37	-255	165.3	23.63	39.33	39.43	38.21	36.11	34.7
30.46	-255	166.3	22.89	38.79	38.99	38.1	36.12	34.72
29.6	-255	167.4	22.23	38.25	38.56	38	36.11	34.74
28.75	-255	168.5	21.65	37.72	38.12	37.88	36.11	34.76
27.95	-255	169.6	21.16	37.18	37.68	37.74	36.1	34.78
27.14	-255	170.6	20.75	36.64	37.24	37.61	36.08	34.8
26.37	-255	171.7	20.42	36.11	36.8	37.45	36.05	34.82
25.6	-255	172.8	20.19	35.58	36.35	37.3	36.02	34.83
24.86	-255	173.9	20.05	35.05	35.9	37.11	35.97	34.83
24.13	-255	174.9	20	34.53	35.45	36.92	35.94	34.84
23.43	-255	176	20.04	34.02	35.01	36.74	35.87	34.84
22.73	-255	177.1	20.17	33.51	34.58	36.54	35.78	34.84
22.05	-255	178.2	20.39	33.01	34.15	36.35	35.71	34.83
21.4	-233	179.2	20.71	32.51	33.71	36.14	35.62	34.81
20.76	-203	180.3	21.11	32.02	33.28	35.94	35.54	34.79
20.25	-174	181.4	21.59	31.54	32.86	35.74	35.45	34.77
19.93	-145	182.5	22.16	31.06	32.44	35.52	35.37	34.73
19.76	-118	183.5	22.81	30.61	32.03	35.31	35.28	34.71
19.74	-91	184.6	23.54	30.16	31.63	35.1	35.17	34.67
19.86	-65	185.7	24.35	29.76	31.26	34.87	35.07	34.62
20.08	-39	186.8	25.22	29.38	30.9	34.65	34.94	34.58
20.38	-13	187.8	26.16	29.04	30.57	34.42	34.83	34.53
20.77	10	188.9	27.17	28.74	30.27	34.19	34.71	34.47
21.23	30	190	28.23	28.48	29.99	33.96	34.57	34.4
21.82	48	191.1	29.34	28.26	29.75	33.74	34.45	34.33
22.55	66	192.1	30.51	28.08	29.55	33.52	34.3	34.25
23.46	80	193.2	31.71	27.95	29.37	33.31	34.17	34.18
24.53	93	194.3	32.96	27.87	29.24	33.1	34.05	34.1
25.7	104	195.3	34.23	27.84	29.15	32.9	33.89	34.02
26.94	115	196.4	35.53	27.86	29.1	32.71	33.76	33.94
28.22	125	197.5	36.86	27.94	29.1	32.53	33.61	33.83
29.53	134	198.6	38.19	28.08	29.14	32.37	33.47	33.74
30.88	144	199.6	39.54	28.27	29.21	32.2	33.32	33.65
32.22	153	200.7	40.89	28.51	29.34	32.07	33.2	33.56
33.6	162	201.8	42.23	28.79	29.52	31.94	33.07	33.47
35	170	202.9	43.56	29.11	29.72	31.86	32.96	33.38
36.41	177	203.9	44.88	29.48	29.96	31.76	32.82	33.28
37.85	183	205	46.17	29.88	30.24	31.7	32.72	33.19
39.27	188	206.1	47.44	30.32	30.54	31.64	32.62	33.1
40.68	193	207.1	48.67	30.79	30.87	31.61	32.52	33.01
42.08	198	208.2	49.86	31.29	31.23	31.59	32.43	32.93
43.46	201	209.3	51.01	31.8	31.61	31.59	32.34	32.85
44.82	204	210.3	52.11	32.35	32.03	31.62	32.27	32.78
46.13	206	211.4	53.15	32.91	32.47	31.65	32.21	32.71
47.42	207	212.5	54.14	33.49	32.91	31.71	32.15	32.64
48.69	207	213.6	55.05	34.09	33.37	31.78	32.11	32.59
49.9	206	214.6	55.91	34.7	33.84	31.86	32.08	32.53
51.05	204	215.7	56.69	35.31	34.32	31.96	32.05	32.48
52.14	202	216.8	57.39	35.94	34.82	32.07	32.05	32.43
53.16	200	217.8	58.01	36.57	35.32	32.21	32.04	32.4
54.13	196	218.9	58.56	37.2	35.84	32.36	32.05	32.37
55.04	191	220	59.02	37.82	36.36	32.51	32.07	32.34
55.88	186	221.1	59.39	38.44	36.88	32.69	32.09	32.31
56.64	179	222.1	59.68	39.05	37.39	32.86	32.12	32.3
57.31	173	223.2	59.87	39.66	37.9	33.05	32.15	32.28
57.89	165	224.3	59.98	40.25	38.42	33.24	32.19	32.25
58.39	157	225.4	60	40.83	38.91	33.43	32.21	32.22
58.82	148	226.4	59.92	41.39	39.4	33.63	32.28	32.21
59.14	139	227.5	59.75	41.92	39.88	33.85	32.34	32.2
59.37	130	228.6	59.5	42.44	40.33	34.09	32.42	32.22
59.49	120	229.6	59.15	42.92	40.78	34.33	32.51	32.25
59.56	109	230.7	58.72	43.38	41.2	34.58	32.63	32.29
59.54	98	231.8	58.21	43.81	41.61	34.83	32.74	32.34
59.4	87	232.9	57.61	44.2	41.97	35.08	32.87	32.4
59.18	75	233.9	56.93	44.56	42.33	35.33	33	32.46
58.86	64	235	56.17	44.89	42.66	35.57	33.13	32.53
58.44	52	236.1	55.35	45.17	42.94	35.82	33.28	32.59
57.93	41	237.2	54.45	45.42	43.19	36.05	33.42	32.67
57.35	29	238.2	53.48	45.63	43.42	36.28	33.57	32.74
56.68	17	239.3	52.46	45.81	43.62	36.5	33.71	32.83
55.93	6	240.4	51.38	45.94	43.79	36.72	33.86	32.91
55.09	-7	241.4	50.24	46.02	43.94	36.92	33.99	32.99
54.21	-23	242.5	49.07	46.08	44.04	37.11	34.13	33.07
53.24	-39	243.6	47.84	46.08	44.11	37.28	34.25	33.15
52.29	-56	244.7	46.59	46.04	44.13	37.44	34.38	33.23
51.31	-73	245.7	45.3	45.95	44.11	37.58	34.5	33.31
50.35	-93	246.8	43.99	45.83	44.06	37.72	34.61	33.39
49.37	-112	247.9	42.66	45.67	43.98	37.84	34.74	33.48
48.33	-132	248.9	41.32	45.48	43.87	37.98	34.86	33.55
47.29	-151	250	39.97	45.25	43.74	38.09	34.98	33.64
46.23	-171	251.1	38.63	45.01	43.58	38.18	35.09	33.71
45.13	-189	252.2	37.28	44.72	43.41	38.28	35.2	33.8
43.99	-207	253.2	35.95	44.42	43.21	38.35	35.29	33.88
42.81	-223	254.3	34.64	44.09	43	38.4	35.39	33.94
41.61	-237	255.4	33.36	43.72	42.76	38.45	35.48	34.01
40.39	-251	256.5	32.1	43.34	42.48	38.47	35.54	34.07
39.15	-255	257.5	30.88	42.92	42.18	38.48	35.61	34.12
37.91	-255	258.6	29.7	42.47	41.86	38.48	35.66	34.18
36.71	-255	259.7	28.57	42.01	41.51	38.45	35.7	34.24
35.55	-255	260.8	27.49	41.51	41.13	38.42	35.76	34.28
34.48	-255	261.8	26.46	41.01	40.74	38.37	35.78	34.33
33.44	-255	262.9	25.5	40.48	40.34	38.3	35.82	34.39
32.46	-255	264	24.6	39.96	39.93	38.24	35.86	34.43
31.5	-255	265.1	23.78	39.42	39.5	38.17	35.9	34.48
30.62	-255	266.1	23.02	38.87	39.06	38.07	35.93	34.54
29.73	-255	267.2	22.35	38.34	38.63	37.97	35.97	34.58
28.89	-255	268.3	21.76	37.8	38.2	37.86	35.98	34.64
28.07	-255	269.4	21.24	37.26	37.75	37.74	35.99	34.68
27.28	-255	270.4	20.82	36.73	37.32	37.59	35.99	34.72
26.5	-255	271.5	20.48	36.19	36.88	37.45	35.97	34.75
25.74	-255	272.6	20.23	35.66	36.43	37.3	35.96	34.78
24.99	-255	273.7	20.07	35.14	35.99	37.13	35.93	34.8
24.26	-255	274.7	20	34.62	35.55	36.97	35.89	34.81
23.55	-255	275.8	20.03	34.11	35.1	36.78	35.84	34.8
22.86	-255	276.9	20.14	33.6	34.67	36.59	35.78	34.78
22.18	-255	278	20.35	33.1	34.24	36.39	35.7	34.77
21.51	-238	279	20.64	32.6	33.81	36.2	35.62	34.76
20.88	-209	280.1	21.02	32.11	33.37	35.99	35.54	34.74
20.34	-179	281.2	21.49	31.63	32.95	35.78	35.45	34.72
19.97	-150	282.3	22.05	31.15	32.53	35.57	35.36	34.69
19.78	-123	283.3	22.68	30.69	32.12	35.34	35.26	34.65
19.75	-96	284.4	23.4	30.24	31.72	35.11	35.15	34.62
19.83	-70	285.5	24.19	29.83	31.33	34.89	35.03	34.58
20.03	-44	286.6	25.05	29.44	30.96	34.65	34.93	34.53
20.31	-17	287.6	25.98	29.09	30.63	34.42	34.8	34.48
20.69	7	288.7	26.97	28.79	30.32	34.2	34.68	34.43
21.14	26	289.8	28.02	28.52	30.05	33.96	34.55	34.37
21.7	45	290.8	29.12	28.28	29.79	33.73	34.42	34.3
22.41	62	291.9	30.28	28.1	29.59	33.52	34.29	34.23
23.28	78	293	31.48	27.96	29.4	33.3	34.15	34.15
24.31	91	294.1	32.71	27.86	29.26	33.09	34.01	34.07
25.46	102	295.1	33.98	27.82	29.15	32.89	33.87	33.98
26.69	113	296.2	35.28	27.83	29.09	32.7	33.73	33.9
27.97	123	297.3	36.6	27.9	29.08	32.52	33.59	33.81
29.27	133	298.4	37.94	28.03	29.11	32.35	33.45	33.73
30.61	142	299.4	39.28	28.21	29.18	32.2	33.31	33.64
31.95	152	300.5	40.63	28.44	29.3	32.06	33.19	33.55
33.34	160	301.6	41.97	28.72	29.47	31.95	33.07	33.46
34.73	168	302.6	43.31	29.03	29.68	31.82	32.95	33.37
36.14	176	303.7	44.63	29.39	29.89	31.74	32.82	33.28
37.57	182	304.8	45.92	29.79	30.17	31.66	32.71	33.19
38.98	188	305.9	47.2	30.22	30.46	31.6	32.61	33.1
40.4	193	306.9	48.43	30.67	30.78	31.56	32.5	33.01
41.82	197	308	49.63	31.17	31.13	31.53	32.4	32.93
43.21	200	309.1	50.79	31.68	31.51	31.53	32.3	32.85
44.56	203	310.1	51.9	32.22	31.9	31.53	32.22	32.76
45.89	205	311.2	52.95	32.78	32.33	31.57	32.15	32.68
47.18	207	312.3	53.95	33.36	32.78	31.62	32.09	32.61
48.44	207	313.4	54.88	33.95	33.24	31.7	32.05	32.55
49.67	206	314.4	55.75	34.56	33.72	31.79	32.03	32.49
50.8	206	315.5	56.54	35.18	34.21	31.89	31.99	32.44
51.92	203	316.6	57.26	35.8	34.71	32.01	31.97	32.38
52.99	200	317.6	57.9	36.43	35.23	32.13	31.96	32.34
53.96	197	318.7	58.46	37.06	35.73	32.29	31.95	32.29
54.88	192	319.8	58.94	37.69	36.26	32.44	31.97	32.26
55.73	187	320.9	59.33	38.31	36.77	32.6	31.98	32.23
56.5	181	321.9	59.63	38.93	37.29	32.78	32.02	32.22
57.2	174	323	59.84	39.53	37.8	32.98	32.06	32.21
57.81	167	324.1	59.97	40.12	38.3	33.17	32.12	32.21
58.32	159	325.1	60	40.7	38.8	33.38	32.19	32.21
58.76	150	326.2	59.94	41.26	39.28	33.61	32.27	32.23
59.11	141	327.3	59.79	41.79	39.74	33.82	32.35	32.24
59.36	131	328.4	59.55	42.32	40.21	34.06	32.46	32.26
59.51	121	329.4	59.23	42.81	40.65	34.3	32.55	32.3
59.57	111	330.5	58.81	43.27	41.08	34.54	32.66	32.34
59.55	100	331.6	58.31	43.7	41.48	34.79	32.79	32.38
59.41	89	332.7	57.73	44.1	41.86	35.02	32.91	32.43
59.2	78	333.7	57.07	44.47	42.21	35.27	33.04	32.48
58.9	67	334.8	56.32	44.8	42.54	35.51	33.16	32.54
58.53	54	335.9	55.51	45.1	42.85	35.75	33.3	32.61
58.03	43	336.9	54.62	45.36	43.13	35.97	33.43	32.67
57.48	31	338	53.67	45.58	43.38	36.2	33.56	32.74
56.82	19	339.1	52.66	45.77	43.6	36.42	33.69	32.81
56.08	8	340.2	51.59	45.91	43.77	36.63	33.83	32.88
55.26	-4	341.2	50.47	46	43.9	36.82	33.96	32.95
54.37	-20	342.3	49.3	46.06	44	37.01	34.09	33.03
53.42	-35	343.4	48.08	46.06	44.06	37.19	34.22	33.09
52.46	-52	344.5	46.83	46.03	44.09	37.35	34.33	33.17
51.5	-70	345.5	45.55	45.95	44.07	37.5	34.44	33.22
50.53	-89	346.6	44.24	45.83	44.04	37.64	34.55	33.29
49.55	-108	347.7	42.92	45.68	43.97	37.78	34.66	33.36
48.51	-127	348.7	41.58	45.49	43.88	37.91	34.77	33.44
47.5	-147	349.8	40.23	45.28	43.77	38.03	34.9	33.53
46.44	-167	350.9	38.88	45.03	43.62	38.14	35.02	33.61
45.34	-186	352	37.54	44.76	43.45	38.24	35.15	33.7
44.21	-203	353	36.21	44.46	43.25	38.32	35.26	33.79
43.04	-219	354.1	34.89	44.12	43.01	38.38	35.36	33.87
41.85	-234	355.2	33.6	43.76	42.75	38.42	35.46	33.95
40.63	-248	356.3	32.34	43.38	42.48	38.45	35.55	34.03
39.4	-255	357.3	31.11	42.97	42.19	38.46	35.63	34.1
38.16	-255	358.4	29.92	42.53	41.88	38.47	35.71	34.18
36.95	-255	359.5	28.78	42.07	41.54	38.46	35.78	34.25
35.78	-255	360.6	27.69	41.58	41.18	38.44	35.82	34.31
34.69	-255	361.6	26.65	41.08	40.8	38.39	35.87	34.38
33.65	-255	362.7	25.68	40.56	40.4	38.34	35.92	34.44
32.66	-255	363.8	24.77	40.04	39.99	38.28	35.96	34.5
31.71	-255	364.9	23.93	39.5	39.57	38.2	35.99	34.55
30.8	-255	365.9	23.16	38.96	39.13	38.09	36	34.6
29.92	-255	367	22.47	38.41	38.69	37.98	36.01	34.64
29.07	-255	368.1	21.86	37.87	38.24	37.85	36.01	34.68
28.25	-255	369.2	21.33	37.33	37.79	37.71	36	34.71
27.44	-255	370.2	20.89	36.79	37.34	37.56	35.99	34.74
26.65	-255	371.3	20.54	36.25	36.89	37.4	35.96	34.76
25.89	-255	372.4	20.27	35.73	36.45	37.25	35.93	34.78
25.13	-255	373.5	20.09	35.19	36.01	37.09	35.89	34.79
24.4	-255	374.5	20.01	34.67	35.58	36.92	35.84	34.79
23.69	-255	375.6	20.01	34.16	35.13	36.73	35.76	34.78
22.99	-255	376.7	20.11	33.65	34.69	36.52	35.68	34.76
22.3	-255	377.8	20.3	33.15	34.26	36.32	35.6	34.73
21.64	-243	378.8	20.58	32.65	33.83	36.11	35.51	34.7
21	-215	379.9	20.94	32.16	33.41	35.91	35.4	34.64
20.43	-185	381	21.4	31.68	32.98	35.69	35.3	34.58
20.03	-156	382.1	21.94	31.2	32.56	35.46	35.18	34.51
19.8	-128	383.1	22.56	30.74	32.15	35.25	35.07	34.44
19.73	-101	384.2	23.25	30.29	31.75	35.03	34.95	34.38
19.8	-75	385.3	24.03	29.87	31.36	34.8	34.82	34.32
19.98	-49	386.4	24.88	29.48	31	34.59	34.71	34.27
20.26	-22	387.4	25.8	29.13	30.66	34.37	34.61	34.22
20.63	3	388.5	26.78	28.82	30.35	34.16	34.5	34.18
21.06	22	389.6	27.82	28.55	30.08	33.94	34.39	34.13
21.57	42	390.6	28.91	28.31	29.82	33.71	34.27	34.08
22.24	60	391.7	30.06	28.12	29.6	33.5	34.16	34.02
23.09	75	392.8	31.25	27.96	29.41	33.28	34.03	33.98
24.12	88	393.9	32.48	27.86	29.26	33.08	33.92	33.91
25.25	100	394.9	33.74	27.81	29.14	32.88	33.8	33.86
26.47	111	396	35.03	27.81	29.07	32.69	33.65	33.79
27.74	121	397.1	36.35	27.87	29.05	32.52	33.54	33.72
29.04	131	398.2	37.68	27.99	29.08	32.35	33.4	33.63
30.36	140	399.2	39.03	28.16	29.15	32.2	33.28	33.54
31.7	150	400.3	40.37	28.38	29.26	32.05	33.14	33.44
33.07	159	401.4	41.72	28.65	29.42	31.94	33	33.35
34.47	167	402.4	43.06	28.95	29.6	31.82	32.88	33.25
35.89	174	403.5	44.38	29.3	29.83	31.72	32.75	33.16
37.31	180	404.6	45.68	29.69	30.09	31.66	32.64	33.08
38.72	186	405.7	46.96	30.12	30.38	31.59	32.53	33
40.13	192	406.7	48.2	30.57	30.7	31.55	32.44	32.92
41.53	197	407.8	49.41	31.05	31.05	31.53	32.34	32.84
42.93	200	408.9	50.58	31.57	31.42	31.51	32.25	32.77
44.29	203	409.9	51.69	32.09	31.81	31.52	32.18	32.69
45.64	205	411	52.76	32.66	32.23	31.56	32.11	32.63
46.94	206	412.1	53.77	33.23	32.67	31.61	32.05	32.57
48.19	207	413.2	54.71	33.82	33.13	31.66	32	32.5
49.43	207	414.2	55.59	34.43	33.6	31.75	31.97	32.45
50.61	205	415.3	56.4	35.04	34.08	31.84	31.93	32.39
51.72	204	416.4	57.13	35.66	34.58	31.95	31.92	32.34
52.76	201	417.4	57.79	36.29	35.08	32.07	31.9	32.29
53.78	197	418.5	58.36	36.92	35.61	32.22	31.91	32.26
54.71	193	419.6	58.85	37.54	36.12	32.37	31.93	32.23
55.56	188	420.7	59.26	38.17	36.63	32.53	31.95	32.2
56.34	183	421.7	59.58	38.77	37.15	32.71	31.99	32.19
57.05	176	422.8	59.81	39.38	37.65	32.9	32.03	32.18
57.67	169	423.9	59.95	39.97	38.14	33.09	32.08	32.18
58.22	161	424.9	60	40.56	38.64	33.29	32.15	32.18
58.68	152	426	59.96	41.12	39.12	33.51	32.23	32.2
59.03	143	427.1	59.83	41.66	39.6	33.72	32.3	32.21
59.32	133	428.2	59.61	42.18	40.06	33.96	32.39	32.23
59.5	123	429.2	59.3	42.68	40.5	34.19	32.48	32.26
59.58	113	430.3	58.9	43.14	40.93	34.42	32.58	32.3
59.56	102	431.4	58.41	43.58	41.33	34.64	32.69	32.34
59.44	92	432.5	57.85	43.98	41.7	34.87	32.79	32.37
59.25	80	433.5	57.2	44.35	42.06	35.11	32.91	32.42
58.97	69	434.6	56.47	44.69	42.38	35.35	33.02	32.47
58.58	57	435.7	55.67	45	42.68	35.59	33.15	32.52
58.13	45	436.7	54.8	45.26	42.97	35.81	33.29	32.59
57.57	34	437.8	53.86	45.49	43.2	36.04	33.42	32.66
56.94	22	438.9	52.85	45.67	43.41	36.26	33.55	32.72
56.21	11	440	51.79	45.82	43.59	36.47	33.69	32.79
55.42	-1	441	50.68	45.93	43.74	36.69	33.82	32.87
54.55	-17	442.1	49.52	45.99	43.84	36.89	33.95	32.94
53.61	-32	443.2	48.31	46	43.91	37.09	34.08	33
52.63	-48	444.3	47.07	45.98	43.95	37.27	34.19	33.05
51.64	-65	445.3	45.79	45.9	43.96	37.44	34.31	33.11
50.71	-85	446.4	44.49	45.8	43.94	37.59	34.42	33.17
49.74	-104	447.5	43.17	45.65	43.89	37.72	34.54	33.24
48.71	-123	448.5	41.83	45.47	43.81	37.84	34.68	33.32
47.69	-143	449.6	40.48	45.26	43.68	37.95	34.8	33.4
46.62	-162	450.7	39.14	45.02	43.55	38.05	34.91	33.49
45.54	-181	451.8	37.79	44.75	43.35	38.09	34.99	33.56
44.42	-199	452.8	36.46	44.45	43.17	38.18	35.12	33.65
43.27	-216	453.9	35.14	44.14	42.95	38.25	35.21	33.74
42.07	-231	455	33.84	43.78	42.71	38.3	35.32	33.83
40.86	-246	456.1	32.57	43.41	42.43	38.32	35.41	33.91
39.62	-255	457.1	31.34	42.99	42.12	38.33	35.5	33.99
38.38	-255	458.2	30.14	42.57	41.8	38.34	35.57	34.07
37.15	-255	459.3	28.99	42.1	41.46	38.32	35.64	34.15
35.98	-255	460.4	27.89	41.61	41.09	38.3	35.7	34.22
34.86	-255	461.4	26.84	41.12	40.7	38.26	35.75	34.28
33.81	-255	462.5	25.86	40.6	40.3	38.21	35.8	34.34
32.81	-255	463.6	24.93	40.07	39.87	38.15	35.84	34.4
31.85	-255	464.7	24.08	39.53	39.45	38.07	35.85	34.44
30.93	-255	465.7	23.3	38.99	39.02	37.98	35.87	34.49
30.04	-255	466.8	22.6	38.45	38.61	37.87	35.86	34.51
29.18	-255	467.9	21.97	37.91	38.19	37.74	35.84	34.52
28.35	-255	469	21.43	37.38	37.76	37.61	35.81	34.51
27.55	-255	470	20.97	36.84	37.32	37.46	35.77	34.5
26.76	-255	471.1	20.6	36.3	36.88	37.3	35.72	34.5
25.99	-255	472.2	20.31	35.77	36.43	37.13	35.68	34.5
25.23	-255	473.3	20.12	35.24	35.99	36.96	35.61	34.49
24.49	-255	474.3	20.02	34.71	35.54	36.77	35.55	34.48
23.78	-255	475.4	20.01	34.19	35.1	36.59	35.48	34.47
23.08	-255	476.5	20.09	33.68	34.66	36.39	35.42	34.47
22.39	-255	477.6	20.26	33.17	34.22	36.2	35.35	34.46
21.72	-245	478.6	20.52	32.67	33.79	36	35.28	34.44
21.07	-218	479.7	20.87	32.18	33.36	35.8	35.21	34.43
20.49	-188	480.8	21.31	31.68	32.94	35.59	35.13	34.41
20.08	-159	481.9	21.83	31.21	32.52	35.37	35.06	34.39
19.84	-131	482.9	22.43	30.74	32.1	35.16	34.97	34.37
19.75	-105	484	23.12	30.29	31.7	34.95	34.88	34.34
19.8	-79	485.1	23.88	29.87	31.31	34.72	34.79	34.3
19.96	-53	486.2	24.71	29.47	30.94	34.5	34.69	34.27
20.23	-27	487.2	25.62	29.11	30.6	34.29	34.59	34.23
20.56	-0	488.3	26.59	28.79	30.29	34.07	34.49	34.19
20.98	19	489.4	27.62	28.51	30	33.85	34.37	34.14
21.48	39	490.4	28.7	28.27	29.75	33.63	34.26	34.09
22.12	57	491.5	29.84	28.07	29.53	33.42	34.13	34.02
22.95	73	492.6	31.02	27.92	29.34	33.21	34	33.95
23.95	86	493.7	32.24	27.81	29.19	32.99	33.86	33.87
25.04	99	494.7	33.5	27.75	29.08	32.78	33.71	33.79
26.27	109	495.8	34.79	27.75	29.01	32.59	33.56	33.71
27.54	119	496.9	36.1	27.8	28.98	32.41	33.42	33.62
28.83	129	497.9	37.43	27.91	29	32.24	33.29	33.52
30.15	138	499	38.77	28.07	29.06	32.08	33.14	33.42
31.48	148	500.1	40.12	28.29	29.16	31.93	32.99	33.3
32.84	157	501.2	41.46	28.55	29.31	31.81	32.85	33.19
34.22	165	502.2	42.8	28.85	29.5	31.69	32.72	33.08
35.63	173	503.3	44.13	29.19	29.72	31.6	32.61	32.99
37.04	180	504.4	45.43	29.57	29.97	31.52	32.48	32.9
38.45	186	505.5	46.72	29.99	30.26	31.46	32.38	32.8
39.87	191	506.5	47.97	30.44	30.58	31.42	32.27	32.7
41.31	195	507.6	49.18	30.92	30.93	31.41	32.17	32.61
42.71	199	508.7	50.36	31.42	31.3	31.41	32.07	32.5
44.08	202	509.7	51.49	31.96	31.69	31.42	31.97	32.41
45.39	205	510.8	52.56	32.51	32.12	31.45	31.89	32.32
46.7	206	511.9	53.58	33.08	32.55	31.49	31.83	32.25
47.99	207	513	54.54	33.67	33	31.54	31.78	32.17
