Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
51.69	183	148.1	55.37	36.36	35.05	31.69	31.31	31.74
52.55	182	149.2	56.01	36.91	35.5	31.86	31.36	31.75
53.35	182	150.3	56.61	37.46	35.96	32.03	31.41	31.74
54.17	179	151.4	57.17	38	36.42	32.2	31.46	31.75
54.94	177	152.4	57.67	38.54	36.88	32.39	31.52	31.77
55.65	175	153.5	58.14	39.08	37.34	32.58	31.59	31.78
56.33	172	154.6	58.55	39.62	37.8	32.79	31.65	31.8
56.96	169	155.6	58.91	40.14	38.25	32.97	31.76	31.82
57.55	165	156.7	59.22	40.66	38.7	33.19	31.83	31.85
58.1	161	157.8	59.48	41.17	39.16	33.4	31.91	31.88
58.59	156	158.9	59.69	41.66	39.61	33.62	32.01	31.92
59.01	152	159.9	59.85	42.15	40.03	33.84	32.12	31.96
59.41	146	161	59.95	42.61	40.45	34.07	32.23	32
59.73	141	162.1	60	43.07	40.87	34.31	32.34	32.04
60.01	135	163.1	59.99	43.51	41.28	34.54	32.46	32.1
60.22	130	164.2	59.93	43.93	41.66	34.78	32.59	32.15
60.36	124	165.3	59.82	44.33	42.04	35.02	32.72	32.21
60.48	117	166.4	59.65	44.71	42.39	35.26	32.85	32.28
60.54	111	167.4	59.43	45.07	42.73	35.5	32.99	32.35
60.55	104	168.5	59.16	45.41	43.06	35.74	33.13	32.42
60.48	97	169.6	58.84	45.72	43.36	35.96	33.27	32.49
60.39	89	170.7	58.46	46.01	43.66	36.19	33.4	32.56
60.21	82	171.7	58.04	46.29	43.93	36.41	33.54	32.64
59.98	74	172.8	57.57	46.52	44.18	36.62	33.67	32.72
59.69	67	173.9	57.05	46.74	44.42	36.83	33.8	32.8
59.36	59	174.9	56.49	46.93	44.64	37.03	33.95	32.88
58.95	52	176	55.88	47.1	44.82	37.24	34.08	32.97
58.51	44	177.1	55.23	47.25	44.99	37.44	34.21	33.05
58.01	37	178.2	54.54	47.36	45.14	37.64	34.35	33.14
57.47	29	179.2	53.8	47.44	45.27	37.84	34.49	33.23
56.89	21	180.3	53.04	47.5	45.37	38.02	34.64	33.33
56.25	13	181.4	52.23	47.53	45.45	38.2	34.79	33.42
55.56	6	182.5	51.4	47.53	45.49	38.36	34.93	33.52
54.82	-1	183.5	50.53	47.5	45.5	38.51	35.07	33.62
54.07	-12	184.6	49.64	47.45	45.5	38.66	35.21	33.72
53.2	-20	185.7	48.72	47.35	45.47	38.8	35.34	33.82
52.44	-32	186.7	47.77	47.24	45.43	38.92	35.47	33.91
51.64	-44	187.8	46.81	47.1	45.36	39.02	35.6	34.01
50.84	-57	188.9	45.83	46.93	45.29	39.13	35.71	34.1
50.04	-70	190	44.83	46.74	45.18	39.24	35.83	34.19
49.22	-84	191	43.81	46.52	45.04	39.31	35.95	34.28
48.37	-97	192.1	42.79	46.3	44.88	39.38	36.06	34.38
47.54	-111	193.2	41.76	46.04	44.7	39.44	36.16	34.46
46.67	-125	194.2	40.73	45.78	44.5	39.5	36.25	34.55
45.76	-138	195.3	39.69	45.49	44.29	39.52	36.35	34.63
44.85	-150	196.4	38.65	45.18	44.06	39.55	36.43	34.71
43.91	-162	197.5	37.62	44.85	43.82	39.58	36.5	34.79
42.96	-174	198.5	36.59	44.52	43.57	39.58	36.58	34.87
41.99	-185	199.6	35.58	44.16	43.3	39.58	36.66	34.94
41.01	-195	200.7	34.57	43.78	43.02	39.56	36.7	35.01
40.01	-205	201.8	33.58	43.39	42.72	39.53	36.74	35.08
39.02	-214	202.8	32.61	42.99	42.41	39.49	36.78	35.13
38	-222	203.9	31.65	42.56	42.07	39.42	36.82	35.18
37	-229	205	30.72	42.11	41.71	39.36	36.84	35.22
35.99	-236	206.1	29.81	41.66	41.35	39.28	36.85	35.21
34.98	-241	207.1	28.93	41.19	40.98	39.18	36.84	35.21
34	-246	208.2	28.08	40.71	40.61	39.09	36.82	35.21
33.03	-251	209.3	27.26	40.22	40.23	38.99	36.8	35.21
32.06	-254	210.4	26.48	39.72	39.83	38.87	36.77	35.23
31.11	-255	211.4	25.73	39.2	39.39	38.75	36.75	35.24
30.18	-255	212.5	25.02	38.69	38.97	38.61	36.71	35.26
29.29	-255	213.6	24.36	38.17	38.55	38.47	36.69	35.28
28.42	-255	214.7	23.73	37.65	38.12	38.32	36.64	35.29
27.59	-255	215.7	23.15	37.12	37.68	38.15	36.6	35.3
26.78	-255	216.8	22.61	36.59	37.24	37.98	36.56	35.31
26	-255	217.9	22.12	36.06	36.8	37.8	36.52	35.32
25.23	-252	219	21.68	35.54	36.35	37.63	36.47	35.32
24.48	-247	220	21.29	35.01	35.91	37.45	36.4	35.33
23.79	-241	221.1	20.95	34.49	35.47	37.25	36.34	35.33
23.12	-234	222.2	20.66	33.98	35.02	37.05	36.27	35.32
22.52	-227	223.3	20.42	33.47	34.57	36.84	36.19	35.31
21.97	-219	224.3	20.23	32.97	34.14	36.63	36.11	35.29
21.47	-211	225.4	20.1	32.48	33.72	36.41	36.02	35.26
21.01	-202	226.5	20.02	32	33.3	36.19	35.92	35.23
20.6	-192	227.6	20	31.54	32.89	35.95	35.81	35.19
20.25	-182	228.6	20.03	31.09	32.48	35.72	35.7	35.15
19.94	-170	229.7	20.11	30.65	32.09	35.49	35.58	35.1
19.67	-158	230.8	20.25	30.23	31.71	35.25	35.46	35.04
19.47	-146	231.9	20.44	29.82	31.34	35.02	35.33	34.99
19.32	-133	232.9	20.69	29.44	30.97	34.79	35.2	34.93
19.22	-119	234	20.98	29.08	30.64	34.57	35.07	34.86
19.17	-105	235.1	21.33	28.74	30.31	34.33	34.93	34.78
19.17	-90	236.2	21.73	28.41	30	34.09	34.79	34.7
19.22	-74	237.2	22.17	28.11	29.7	33.86	34.64	34.63
19.33	-58	238.3	22.67	27.83	29.43	33.64	34.51	34.52
19.5	-42	239.4	23.21	27.57	29.17	33.43	34.36	34.43
19.7	-25	240.5	23.79	27.34	28.94	33.21	34.21	34.33
19.95	-8	241.5	24.42	27.14	28.72	33.01	34.08	34.23
20.25	7	242.6	25.09	26.96	28.52	32.81	33.93	34.14
20.6	20	243.7	25.8	26.8	28.34	32.61	33.79	34.04
21.03	32	244.7	26.55	26.67	28.18	32.41	33.65	33.95
21.57	43	245.8	27.34	26.56	28.04	32.22	33.5	33.85
22.22	53	246.9	28.15	26.49	27.93	32.04	33.36	33.77
22.96	61	248	29	26.44	27.84	31.85	33.22	33.67
23.77	69	249	29.88	26.43	27.77	31.67	33.07	33.58
24.63	77	250.1	30.79	26.46	27.73	31.51	32.93	33.49
25.53	84	251.2	31.72	26.52	27.72	31.35	32.79	33.4
26.46	91	252.2	32.67	26.62	27.74	31.21	32.66	33.3
27.42	98	253.3	33.65	26.76	27.8	31.08	32.53	33.21
28.38	105	254.4	34.64	26.92	27.88	30.96	32.4	33.11
29.37	112	255.5	35.64	27.12	27.99	30.86	32.28	33.02
30.37	120	256.5	36.66	27.35	28.14	30.77	32.17	32.92
31.4	126	257.6	37.69	27.61	28.3	30.69	32.05	32.84
32.47	132	258.7	38.72	27.89	28.49	30.63	31.94	32.75
33.54	138	259.7	39.75	28.2	28.7	30.56	31.86	32.66
34.63	143	260.8	40.78	28.54	28.93	30.52	31.76	32.57
35.75	148	261.9	41.82	28.89	29.19	30.49	31.68	32.49
36.86	153	263	42.85	29.27	29.46	30.48	31.59	32.4
37.97	158	264	43.87	29.68	29.76	30.46	31.52	32.33
39.06	162	265.1	44.88	30.1	30.07	30.48	31.45	32.26
40.19	166	266.2	45.88	30.54	30.41	30.5	31.39	32.18
41.31	169	267.2	46.86	30.99	30.75	30.53	31.34	32.11
42.41	172	268.3	47.82	31.47	31.12	30.58	31.29	32.04
43.49	175	269.4	48.76	31.95	31.49	30.65	31.25	31.98
44.58	177	270.5	49.68	32.45	31.89	30.72	31.21	31.92
45.63	179	271.5	50.57	32.96	32.27	30.79	31.19	31.87
46.65	181	272.6	51.44	33.48	32.69	30.88	31.17	31.81
47.68	182	273.7	52.27	34	33.11	30.99	31.16	31.77
48.64	184	274.7	53.07	34.53	33.55	31.11	31.15	31.72
49.64	183	275.8	53.84	35.08	34	31.24	31.16	31.69
50.59	183	276.9	54.57	35.64	34.44	31.38	31.18	31.66
51.51	183	278	55.26	36.18	34.89	31.54	31.2	31.64
52.37	182	279	55.91	36.74	35.35	31.69	31.24	31.62
53.21	181	280.1	56.51	37.28	35.81	31.85	31.27	31.59
54.03	179	281.2	57.08	37.83	36.26	32.03	31.32	31.58
54.78	177	282.2	57.59	38.36	36.71	32.21	31.36	31.57
55.51	175	283.3	58.06	38.9	37.17	32.39	31.41	31.57
56.19	172	284.4	58.48	39.44	37.62	32.58	31.47	31.56
56.75	171	285.5	58.85	39.96	38.07	32.76	31.53	31.56
57.41	166	286.5	59.17	40.48	38.53	32.96	31.6	31.57
57.97	162	287.6	59.44	40.99	38.97	33.17	31.69	31.58
58.49	157	288.7	59.66	41.48	39.41	33.39	31.77	31.61
58.94	152	289.8	59.82	41.97	39.85	33.61	31.86	31.64
59.32	147	290.8	59.93	42.44	40.26	33.83	31.96	31.67
59.68	142	291.9	59.99	42.91	40.68	34.05	32.06	31.71
59.93	137	293	59.99	43.34	41.08	34.28	32.17	31.75
60.18	131	294	59.94	43.77	41.47	34.52	32.29	31.8
60.36	124	295.1	59.84	44.18	41.84	34.75	32.4	31.86
60.46	118	296.2	59.68	44.55	42.2	34.99	32.53	31.91
60.48	113	297.3	59.47	44.93	42.55	35.22	32.66	31.97
60.55	104	298.3	59.21	45.27	42.88	35.45	32.8	32.03
60.49	98	299.4	58.9	45.58	43.19	35.68	32.92	32.09
60.39	90	300.5	58.53	45.88	43.48	35.9	33.07	32.16
60.22	83	301.6	58.12	46.15	43.74	36.13	33.2	32.25
60.01	76	302.6	57.65	46.4	44.01	36.35	33.35	32.33
59.72	68	303.7	57.14	46.62	44.25	36.57	33.5	32.41
59.39	61	304.8	56.58	46.81	44.44	36.79	33.66	32.5
59.01	53	305.8	55.98	46.99	44.62	37	33.81	32.6
58.59	45	306.9	55.34	47.14	44.78	37.21	33.96	32.7
58.09	38	308	54.65	47.26	44.93	37.41	34.11	32.8
57.55	30	309.1	53.93	47.34	45.05	37.61	34.27	32.89
56.97	23	310.1	53.17	47.41	45.15	37.79	34.41	33
56.34	15	311.2	52.37	47.45	45.23	37.97	34.56	33.11
55.66	8	312.3	51.54	47.45	45.28	38.13	34.71	33.21
54.94	0	313.3	50.68	47.42	45.31	38.28	34.84	33.31
54.19	-10	314.4	49.79	47.38	45.32	38.45	34.99	33.43
53.37	-20	315.5	48.87	47.29	45.31	38.59	35.13	33.54
52.57	-31	316.6	47.93	47.19	45.27	38.72	35.27	33.64
51.76	-42	317.6	46.97	47.05	45.21	38.85	35.4	33.74
50.97	-55	318.7	45.99	46.88	45.12	38.95	35.52	33.83
50.17	-68	319.8	44.99	46.7	45.02	39.06	35.64	33.93
49.35	-81	320.8	43.98	46.49	44.89	39.14	35.75	34
48.51	-95	321.9	42.96	46.27	44.75	39.22	35.85	34.09
47.66	-108	323	41.93	46.03	44.59	39.28	35.96	34.17
46.79	-122	324.1	40.9	45.76	44.4	39.33	36.05	34.26
45.9	-135	325.1	39.86	45.47	44.2	39.36	36.14	34.35
45	-148	326.2	38.83	45.18	43.98	39.4	36.23	34.43
44.06	-160	327.3	37.79	44.86	43.75	39.41	36.3	34.51
43.12	-172	328.4	36.76	44.51	43.51	39.41	36.37	34.59
42.15	-183	329.4	35.74	44.16	43.24	39.4	36.43	34.67
41.17	-194	330.5	34.74	43.78	42.97	39.37	36.49	34.75
40.17	-203	331.6	33.74	43.39	42.67	39.32	36.53	34.81
39.18	-212	332.7	32.77	42.98	42.36	39.29	36.58	34.88
38.18	-221	333.7	31.81	42.56	42.03	39.22	36.59	34.94
37.17	-228	334.8	30.87	42.12	41.69	39.17	36.63	34.99
36.16	-235	335.9	29.96	41.66	41.34	39.09	36.65	35.04
35.16	-241	337	29.08	41.2	40.98	39.02	36.67	35.09
34.16	-246	338	28.22	40.73	40.61	38.93	36.68	35.13
33.19	-250	339.1	27.4	40.24	40.22	38.84	36.68	35.16
32.22	-254	340.2	26.61	39.74	39.83	38.73	36.68	35.19
31.27	-255	341.3	25.86	39.24	39.43	38.62	36.66	35.22
30.34	-255	342.3	25.14	38.72	39.01	38.48	36.65	35.24
29.44	-255	343.4	24.47	38.2	38.59	38.35	36.63	35.26
28.58	-255	344.5	23.83	37.68	38.17	38.21	36.61	35.28
27.74	-255	345.6	23.24	37.16	37.74	38.07	36.57	35.29
26.92	-255	346.6	22.7	36.63	37.3	37.92	36.53	35.3
26.14	-255	347.7	22.2	36.1	36.86	37.76	36.49	35.3
25.37	-253	348.8	21.75	35.58	36.41	37.59	36.44	35.3
24.62	-248	349.9	21.35	35.05	35.97	37.41	36.39	35.29
23.91	-242	350.9	21	34.53	35.52	37.23	36.31	35.27
23.25	-236	352	20.7	34.02	35.08	37.04	36.24	35.25
22.64	-229	353.1	20.45	33.51	34.63	36.84	36.16	35.23
22.07	-221	354.2	20.26	33.01	34.2	36.63	36.08	35.21
21.55	-213	355.2	20.12	32.53	33.78	36.41	35.98	35.18
21.09	-204	356.3	20.03	32.05	33.35	36.2	35.89	35.14
20.66	-194	357.4	20	31.58	32.93	35.99	35.8	35.09
20.3	-184	358.5	20.02	31.13	32.51	35.74	35.67	35.02
19.99	-173	359.5	20.1	30.69	32.12	35.53	35.56	34.93
19.72	-161	360.6	20.23	30.27	31.75	35.29	35.43	34.83
19.49	-148	361.7	20.41	29.87	31.38	35.07	35.31	34.76
19.34	-135	362.8	20.64	29.48	31.02	34.81	35.16	34.68
19.23	-122	363.8	20.93	29.11	30.67	34.57	35.02	34.61
19.18	-107	364.9	21.27	28.76	30.33	34.33	34.88	34.53
19.17	-92	366	21.66	28.44	30.01	34.09	34.73	34.46
19.22	-77	367.1	22.1	28.13	29.71	33.86	34.58	34.39
19.32	-61	368.1	22.58	27.85	29.44	33.63	34.43	34.3
19.47	-45	369.2	23.11	27.59	29.18	33.41	34.29	34.2
19.66	-28	370.3	23.69	27.35	28.93	33.2	34.13	34.09
19.91	-11	371.3	24.32	27.13	28.7	32.98	33.98	33.99
20.21	4	372.4	24.98	26.96	28.5	32.77	33.82	33.9
20.55	17	373.5	25.68	26.79	28.31	32.57	33.66	33.79
20.95	30	374.6	26.42	26.65	28.15	32.38	33.52	33.7
21.45	41	375.6	27.2	26.54	28.02	32.17	33.36	33.61
22.08	51	376.7	28.02	26.46	27.9	31.99	33.23	33.53
22.8	60	377.8	28.86	26.4	27.8	31.81	33.09	33.45
23.61	68	378.8	29.74	26.39	27.72	31.63	32.95	33.37
24.46	76	379.9	30.64	26.41	27.69	31.48	32.83	33.28
25.36	83	381	31.56	26.46	27.68	31.33	32.69	33.19
26.3	90	382.1	32.51	26.56	27.7	31.19	32.56	33.11
27.25	97	383.1	33.48	26.68	27.74	31.05	32.43	33.02
28.21	104	384.2	34.47	26.85	27.82	30.92	32.29	32.91
29.18	112	385.3	35.48	27.04	27.93	30.8	32.15	32.8
30.21	118	386.4	36.49	27.27	28.07	30.7	32.03	32.67
31.24	125	387.4	37.52	27.53	28.23	30.62	31.9	32.55
32.3	131	388.5	38.55	27.81	28.41	30.55	31.77	32.44
33.37	137	389.6	39.58	28.11	28.62	30.49	31.65	32.33
34.46	142	390.6	40.61	28.45	28.85	30.44	31.54	32.22
35.57	147	391.7	41.65	28.8	29.1	30.4	31.43	32.11
36.68	152	392.8	42.68	29.18	29.37	30.38	31.33	32.02
37.77	157	393.8	43.7	29.58	29.66	30.38	31.24	31.95
38.89	161	394.9	44.71	30	29.98	30.38	31.19	31.88
40.01	165	396	45.71	30.44	30.31	30.4	31.14	31.83
41.11	168	397.1	46.7	30.89	30.65	30.43	31.09	31.78
42.21	172	398.1	47.66	31.36	31.01	30.47	31.06	31.73
43.29	175	399.2	48.61	31.84	31.38	30.53	31.03	31.69
44.37	177	400.3	49.53	32.34	31.77	30.61	31.01	31.64
45.45	179	401.3	50.43	32.85	32.16	30.69	30.99	31.59
46.48	181	402.4	51.3	33.36	32.57	30.78	30.98	31.55
47.5	182	403.5	52.14	33.9	32.99	30.89	30.98	31.51
48.49	183	404.6	52.94	34.42	33.42	31.01	30.98	31.48
49.49	183	405.6	53.72	34.97	33.85	31.14	31	31.45
50.44	183	406.7	54.45	35.51	34.29	31.27	31.02	31.43
51.34	183	407.8	55.15	36.06	34.73	31.41	31.04	31.41
52.23	182	408.9	55.8	36.61	35.19	31.57	31.08	31.4
53.05	182	409.9	56.42	37.16	35.64	31.73	31.12	31.39
53.85	181	411	56.99	37.7	36.1	31.9	31.16	31.39
54.64	178	412.1	57.51	38.25	36.56	32.08	31.22	31.39
55.39	176	413.1	57.99	38.78	37.01	32.27	31.29	31.4
56.08	173	414.2	58.42	39.32	37.47	32.46	31.35	31.4
56.74	170	415.3	58.8	39.85	37.92	32.66	31.44	31.43
57.33	166	416.4	59.13	40.37	38.36	32.87	31.51	31.46
57.9	162	417.4	59.4	40.88	38.8	33.08	31.57	31.47
58.39	158	418.5	59.63	41.38	39.22	33.3	31.67	31.5
58.84	153	419.6	59.8	41.86	39.66	33.51	31.76	31.54
59.27	148	420.6	59.92	42.34	40.09	33.71	31.85	31.58
59.59	143	421.7	59.99	42.8	40.49	33.93	31.97	31.62
59.88	138	422.8	60	43.24	40.91	34.18	32.08	31.67
60.12	132	423.9	59.96	43.66	41.3	34.4	32.2	31.72
60.3	126	424.9	59.86	44.07	41.67	34.65	32.32	31.78
60.44	120	426	59.71	44.46	42.02	34.88	32.44	31.84
60.5	113	427.1	59.51	44.82	42.38	35.09	32.58	31.91
60.55	106	428.2	59.26	45.17	42.71	35.35	32.72	31.98
60.49	99	429.2	58.95	45.49	43.02	35.58	32.86	32.06
60.41	92	430.3	58.59	45.8	43.31	35.81	33	32.14
60.24	85	431.4	58.19	46.07	43.58	36.05	33.15	32.22
60.05	77	432.4	57.73	46.33	43.84	36.28	33.3	32.31
59.8	69	433.5	57.23	46.56	44.09	36.5	33.45	32.4
59.46	62	434.6	56.68	46.76	44.31	36.72	33.61	32.49
59.08	55	435.7	56.09	46.93	44.52	36.94	33.76	32.58
58.67	47	436.7	55.45	47.1	44.73	37.15	33.92	32.68
58.18	39	437.8	54.77	47.22	44.88	37.36	34.07	32.78
57.65	31	438.9	54.05	47.31	45.02	37.55	34.23	32.88
57.08	24	440	53.29	47.38	45.12	37.74	34.37	32.97
56.4	17	441	52.5	47.42	45.2	37.92	34.52	33.07
55.79	9	442.1	51.68	47.43	45.27	38.09	34.67	33.17
55.09	1	443.2	50.82	47.42	45.32	38.26	34.81	33.27
54.34	-9	444.2	49.94	47.37	45.35	38.42	34.95	33.37
53.54	-19	445.3	49.03	47.3	45.35	38.55	35.08	33.47
52.72	-29	446.4	48.09	47.19	45.32	38.68	35.21	33.56
51.91	-40	447.5	47.13	47.06	45.25	38.8	35.32	33.66
51.11	-53	448.5	46.15	46.89	45.17	38.92	35.44	33.75
50.31	-66	449.6	45.16	46.72	45.06	39	35.56	33.84
49.5	-79	450.7	44.15	46.5	44.94	39.09	35.67	33.93
48.65	-93	451.7	43.13	46.28	44.8	39.17	35.78	34.02
47.81	-106	452.8	42.11	46.03	44.62	39.22	35.87	34.11
46.94	-120	453.9	41.07	45.77	44.43	39.26	35.95	34.18
46.07	-134	455	40.03	45.49	44.25	39.3	36.03	34.26
45.15	-146	456	39	45.2	44.05	39.34	36.1	34.33
44.22	-159	457.1	37.96	44.88	43.84	39.35	36.18	34.39
43.28	-171	458.2	36.93	44.55	43.59	39.35	36.25	34.46
42.31	-182	459.3	35.91	44.19	43.32	39.33	36.31	34.52
41.33	-192	460.3	34.9	43.82	43.05	39.32	36.37	34.6
40.33	-202	461.4	33.91	43.43	42.75	39.29	36.42	34.66
39.34	-211	462.5	32.93	43.03	42.44	39.24	36.46	34.72
38.33	-219	463.6	31.96	42.61	42.11	39.18	36.51	34.78
37.33	-227	464.6	31.03	42.17	41.78	39.12	36.53	34.83
36.33	-234	465.7	30.11	41.72	41.43	39.05	36.56	34.88
35.31	-239	466.8	29.22	41.26	41.07	38.96	36.55	34.92
34.33	-245	467.9	28.36	40.79	40.69	38.89	36.56	34.96
33.35	-250	468.9	27.53	40.3	40.31	38.8	36.59	35
32.39	-253	470	26.74	39.8	39.91	38.71	36.57	35.04
31.43	-255	471.1	25.98	39.3	39.51	38.6	36.58	35.06
30.5	-255	472.2	25.25	38.79	39.08	38.5	36.57	35.09
29.58	-255	473.2	24.57	38.28	38.67	38.37	36.52	35.11
28.71	-255	474.3	23.93	37.75	38.23	38.22	36.52	35.13
27.88	-255	475.4	23.34	37.23	37.8	38.09	36.48	35.14
27.06	-255	476.4	22.79	36.7	37.37	37.92	36.46	35.16
26.27	-255	477.5	22.28	36.17	36.93	37.77	36.41	35.17
25.49	-254	478.6	21.82	35.64	36.48	37.59	36.36	35.17
24.74	-249	479.7	21.41	35.12	36.03	37.41	36.31	35.17
24.02	-243	480.8	21.05	34.6	35.58	37.22	36.24	35.17
23.35	-237	481.8	20.75	34.08	35.13	37.01	36.17	35.16
22.73	-230	482.9	20.49	33.57	34.68	36.82	36.11	35.15
22.15	-223	484	20.29	33.07	34.24	36.6	36.03	35.13
21.63	-214	485.1	20.14	32.58	33.82	36.39	35.94	35.1
21.14	-205	486.1	20.04	32.09	33.39	36.18	35.85	35.07
20.71	-195	487.2	20	31.63	32.98	35.96	35.74	35.03
20.34	-185	488.3	20.01	31.18	32.58	35.73	35.63	34.98
20.02	-174	489.4	20.08	30.73	32.18	35.5	35.52	34.94
19.75	-162	490.4	20.2	30.31	31.79	35.26	35.4	34.88
19.53	-150	491.5	20.37	29.9	31.41	35.02	35.27	34.82
19.36	-137	492.6	20.6	29.5	31.04	34.79	35.14	34.75
19.25	-124	493.7	20.88	29.13	30.69	34.56	35	34.69
