Temperature	Time
32.91,5.4
32.78,6.09
32.66,6.78
32.55,7.47
32.43,8.15
32.31,8.84
32.2,9.53
32.08,10.22
31.96,10.91
31.85,11.6
31.74,12.29
31.63,12.98
31.52,13.67
31.42,14.36
31.31,15.05
31.31,15.74
31.94,16.43
32.94,17.12
34.12,17.81
35.4,18.51
36.63,19.2
37.52,19.89
38.08,20.58
38.37,21.27
38.47,21.95
38.61,22.64
38.77,23.33
38.91,24.02
39.01,24.7
39.09,25.39
39.13,26.08
39.15,26.76
39.15,27.45
39.15,28.14
39.13,28.83
39.12,29.51
39.11,30.2
39.1,30.89
39.1,31.58
39.11,32.27
39.12,32.95
39.14,33.64
39.16,34.33
39.18,35.02
39.21,35.71
39.23,36.39
39.25,37.08
39.27,37.77
39.29,38.46
39.31,39.15
39.32,39.83
39.34,40.52
39.35,41.21
39.36,41.9
39.37,42.59
39.38,43.28
39.39,43.96
39.4,44.65
39.41,45.34
39.43,46.03
39.44,46.72
39.45,47.4
39.46,48.09
39.47,48.78
39.48,49.47
39.48,50.16
39.49,50.84
39.5,51.53
39.51,52.22
39.51,52.91
39.52,53.6
39.53,54.29
39.54,54.97
39.55,55.66
39.56,56.35
39.57,57.04
39.57,57.72
39.58,58.41
39.58,59.1
39.58,59.79
39.59,60.48
39.59,61.17
39.6,61.85
39.61,62.54
39.62,63.23
39.63,63.92
39.63,64.61
39.64,65.29
39.64,65.98
39.65,66.67
39.65,67.36
39.66,68.05
39.67,68.74
39.67,69.42
39.67,70.11
39.68,70.8
39.68,71.49
39.69,72.18
39.69,72.86
39.7,73.55
39.7,74.24
39.71,74.93
39.71,75.62
39.72,76.3
39.72,76.99
39.73,77.68
39.73,78.37
39.74,79.06
39.74,79.75
39.75,80.43
39.75,81.12
39.75,81.81
39.75,82.5
39.75,83.19
39.76,83.87
39.76,84.56
39.77,85.25
39.77,85.94
39.77,86.63
39.77,87.31
39.77,88
39.78,88.69
39.78,89.38
39.79,90.07
39.79,90.76
39.8,91.44
39.8,92.13
39.8,92.82
39.8,93.51
39.8,94.2
39.8,94.88
39.8,95.57
39.81,96.26
39.81,96.95
39.81,97.64
39.82,98.32
39.82,99.01
39.83,99.7
39.82,100.39
39.83,101.08
39.83,101.77
39.83,102.46
39.83,103.15
39.84,103.83
39.84,104.52
39.84,105.21
39.85,105.9
39.85,106.59
39.85,107.28
39.85,107.97
39.85,108.66
39.85,109.35
39.85,110.04
39.86,110.73
39.86,111.42
39.87,112.11
39.87,112.79
39.87,113.48
39.87,114.17
39.87,114.86
39.87,115.55
39.87,116.24
39.87,116.93
39.88,117.62
39.88,118.31
39.88,119
39.88,119.69
39.88,120.37
39.88,121.06
39.88,121.75
39.89,122.44
39.89,123.13
39.89,123.82
39.9,124.51
39.89,125.2
39.89,125.89
39.89,126.58
39.89,127.27
39.9,127.95
39.9,128.65
39.9,129.33
39.9,130.02
39.9,130.71
39.9,131.4
39.9,132.09
39.9,132.78
39.91,133.47
39.91,134.16
39.91,134.85
39.91,135.54
39.92,136.23
39.92,136.91
39.92,137.6
39.92,138.29
39.92,138.98
39.92,139.67
39.92,140.36
39.92,141.05
39.92,141.74
39.92,142.43
39.92,143.12
39.92,143.81
39.92,144.5
39.93,145.18
39.93,145.87
39.93,146.56
39.93,147.25
39.93,147.94
39.93,148.63
39.93,149.32
39.93,150.01
39.93,150.7
39.94,151.39
39.94,152.08
39.94,152.77
39.94,153.45
39.94,154.14
39.94,154.83
39.94,155.52
39.94,156.21
39.94,156.9
39.94,157.59
39.94,158.28
39.94,158.97
39.94,159.66
39.95,160.35
39.95,161.04
39.95,161.72
39.95,162.41
39.96,163.1
39.96,163.79
39.96,164.48
39.95,165.17
39.95,165.86
39.95,166.55
39.95,167.24
39.95,167.93
39.95,168.62
39.95,169.3
39.96,169.99
39.96,170.68
39.96,171.37
39.96,172.06
39.96,172.75
39.96,173.44
39.96,174.13
39.96,174.82
39.96,175.51
39.96,176.2
39.96,176.88
39.97,177.57
39.97,178.26
39.97,178.95
39.97,179.64
39.97,180.33
39.97,181.02
39.96,181.71
39.96,182.4
39.97,183.09
39.97,183.78
39.97,184.47
39.97,185.16
39.97,185.84
39.97,186.53
39.97,187.22
39.97,187.91
39.97,188.6
39.97,189.29
39.97,189.98
39.97,190.67
39.97,191.36
39.97,192.05
39.97,192.74
39.98,193.43
39.98,194.11
39.98,194.8
39.98,195.49
39.98,196.18
39.97,196.87
39.98,197.56
39.97,198.25
39.97,198.94
39.97,199.63
39.97,200.32
39.98,201.01
39.98,201.7
39.99,202.38
39.99,203.07
39.98,203.76
39.99,204.45
39.99,205.14
39.98,205.83
39.98,206.52
39.98,207.21
39.98,207.9
39.98,208.59
39.98,209.27
39.98,209.97
39.98,210.65
39.98,211.34
39.98,212.03
39.98,212.72
39.99,213.41
39.99,214.1
39.98,214.79
39.98,215.48
39.98,216.17
39.98,216.86
39.98,217.55
