Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5


Mode	time	PWM	Heat/Cool	K_p	K_I	Set Temp	Reset Int	Sin amplitude	Sin period
Sin	19.6	255	1		20.0	1.0	40.0		1		20.0		160.0

51.43	166	500	54.17	36.73	35.19	31.16	30.35	30.56
52.15	166	501.1	54.75	37.2	35.59	31.32	30.4	30.57
52.85	165	502.2	55.3	37.68	36	31.5	30.46	30.58
53.54	165	503.3	55.83	38.16	36.4	31.68	30.54	30.6
54.21	164	504.3	56.33	38.63	36.8	31.86	30.62	30.63
54.84	163	505.4	56.8	39.1	37.2	32.05	30.7	30.66
55.46	161	506.5	57.25	39.57	37.61	32.24	30.8	30.69
56.04	159	507.5	57.66	40.03	38	32.44	30.88	30.73
56.57	158	508.6	58.04	40.49	38.4	32.64	30.98	30.77
57.09	156	509.7	58.38	40.94	38.79	32.85	31.07	30.81
57.58	153	510.8	58.7	41.37	39.18	33.06	31.18	30.85
58.04	151	511.8	58.98	41.8	39.57	33.26	31.29	30.89
58.47	148	512.9	59.23	42.23	39.96	33.48	31.41	30.94
58.85	145	514	59.44	42.65	40.33	33.7	31.52	31
59.2	142	515.1	59.62	43.06	40.69	33.91	31.64	31.07
